"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene_id","gene_label"
1.17126747722281,5.23320688729993,13.9091450843268,8.43044647163539e-29,1.24577215562394e-24,54.8750748906268,"ENSG00000168675.20","LDLRAD4"
2.83503459592656,0.829236268692479,13.8480039918142,1.22675741568089e-28,1.24577215562394e-24,53.6653473373721,"ENSG00000178401.17","DNAJC22"
3.97442043810042,3.39417275777943,12.6332771051877,2.1451110320921e-25,1.45224016872635e-21,46.9906189268056,"ENSG00000211448.14","DIO2"
1.59064919757934,6.11324914737479,12.4131272661958,8.34228418149544e-25,4.23579479315431e-21,45.7667094846757,"ENSG00000134247.11","PTGFRN"
1.80828279743339,4.78115551711544,12.1118574355908,5.35596427120123e-24,2.17559268696194e-20,43.944360389663,"ENSG00000115641.20","FHL2"
1.20539461764908,6.70530418444425,12.0025280349663,1.05177313408513e-23,3.56025205887818e-20,43.2499731744753,"ENSG00000138185.21","ENTPD1"
2.64531366502949,7.6930640835267,11.9492006359934,1.4617485495056e-23,4.24115900577982e-20,42.9373423942897,"ENSG00000187955.14","COL14A1"
2.00472294171891,4.23218080689952,11.67633912886,7.87268954772329e-23,1.80789438840649e-19,41.2947296418726,"ENSG00000182463.17","TSHZ2"
1.58169252309627,7.53833520089717,11.6735088406441,8.01134884079685e-23,1.80789438840649e-19,41.2482800403905,"ENSG00000049323.17","LTBP1"
3.5129051632458,3.08968744034775,11.6209809329498,1.10769161176628e-22,2.24972166349731e-19,40.8780496601229,"ENSG00000164694.18","FNDC1"
1.2325227597852,5.19482444460681,11.6036395968519,1.23272984473038e-22,2.27606755877037e-19,40.8316602255855,"ENSG00000156011.19","PSD3"
-3.58362893420066,0.532899682262165,-11.3286268445978,6.7149233993292e-22,1.13650078533647e-18,38.9970389056909,"ENSG00000304194.1","ENSG00000304194"
2.86889334952776,-1.80148694069317,11.0871846823131,2.96766575912866e-21,4.63640704368486e-18,36.8692913069631,"ENSG00000139330.6","KERA"
2.02652846485696,2.58389949706841,10.976317110292,5.86653619455786e-21,8.51066786510501e-18,36.9865980095871,"ENSG00000168453.17","HR"
2.36577512170893,2.7607502008158,10.8764020316987,1.08359863665413e-20,1.46719255402969e-17,36.4097326433411,"ENSG00000244694.8","PTCHD4"
-1.45989816109343,6.2053338269647,-10.8565336989031,1.22413823095703e-20,1.55389046692109e-17,36.2619896219194,"ENSG00000115756.14","HPCAL1"
3.1331463630684,-0.874704450915592,10.7761922461819,2.00394884745258e-20,2.394129475986e-17,35.3117355662857,"ENSG00000071909.19","MYO3B"
3.07408973995385,3.63785226466504,10.684238923751,3.52095047466854e-20,3.97280578558434e-17,35.2835583666232,"ENSG00000106819.14","ASPN"
