"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene_id","gene_label"
3.12343196527233,3.03205526952894,8.64838781758069,1.6842112986118e-15,3.42063314748057e-11,24.5980052454113,"ENSG00000244694.8","PTCHD4"
3.02614683936535,7.42756160380549,8.3668162492385,1.0022955516289e-14,1.01783113267915e-10,22.9192701979736,"ENSG00000187955.14","COL14A1"
3.66030228953544,-2.36277644515434,8.19528283565328,2.93000822865992e-14,1.64837725280345e-10,21.1035408326595,"ENSG00000139973.19","SYT16"
4.66199195909187,1.84802832860624,8.17880304268923,3.2464347667227e-14,1.64837725280345e-10,21.6397767061351,"ENSG00000123496.9","IL13RA2"
3.00137326900887,0.607279966935873,7.83084963336301,2.76456613432726e-13,1.08855108245781e-09,19.5095321455833,"ENSG00000178401.17","DNAJC22"
4.89010517094678,-0.759887698545402,7.79011626594869,3.54172676950796e-13,1.08855108245781e-09,19.1336401911394,"ENSG00000165376.13","CLDN2"
1.36903728213704,6.35295736397023,7.78062747923667,3.75177625662466e-13,1.08855108245781e-09,19.3866242823118,"ENSG00000138185.21","ENTPD1"
3.96483337979263,2.70109723205582,7.63063651914107,9.28306288110095e-13,2.3567375889395e-09,18.496463243228,"ENSG00000164694.18","FNDC1"
3.30051897685553,1.55803726281921,7.45090937867868,2.71572334542165e-12,5.70478141012996e-09,17.417556373142,"ENSG00000125869.11","LAMP5"
2.03005447847605,6.00275835231903,7.44522700969653,2.80885347618412e-12,5.70478141012996e-09,17.4236556403607,"ENSG00000164171.12","ITGA2"
3.6616123114653,-1.79076872329727,7.36045991047179,4.63727918387847e-12,8.56210365677925e-09,16.6171032730051,"ENSG00000198515.17","CNGA1"
1.59130099289878,5.8998726338316,7.26908714423337,7.9332362039501e-12,1.34270022751855e-08,16.4153168201013,"ENSG00000134247.11","PTGFRN"
1.3548965786338,4.84594591216637,7.21825669961069,1.06777701493705e-11,1.6681962441055e-08,16.1620337465195,"ENSG00000156011.19","PSD3"
3.43855156367065,-1.91499751667535,7.19161679805527,1.24710985251181e-11,1.6895629959457e-08,15.5958075874006,"ENSG00000139330.6","KERA"
3.87215008312,1.6013087155524,7.17915667599186,1.34089001073231e-11,1.6895629959457e-08,15.9183837283835,"ENSG00000211448.14","DIO2"
2.33633186584765,1.97309258057693,7.17141846275533,1.40259864502839e-11,1.6895629959457e-08,15.9014078278241,"ENSG00000168453.17","HR"
-3.1264878970541,2.04658096711381,-7.17000024100342,1.41420831763057e-11,1.6895629959457e-08,15.8874993351223,"ENSG00000120907.18","ADRA1A"
5.05059293325805,2.0312711272162,7.0713238774683,2.50735839579841e-11,2.82913605659254e-08,15.3168704021815,"ENSG00000123500.10","COL10A1"
4.61438783633702,-2.53240179093313,7.0337239160206,3.10925701246159e-11,3.32363210121552e-08,14.7504591443398,"ENSG00000166426.9","CRABP1"
2.55029352479763,3.56529231237236,7.01491767615769,3.4640269226915e-11,3.51771933999322e-08,15.0667688888381,"ENSG00000149090.14","PAMR1"
1.79737042196552,4.96391714451054,6.97721916754882,4.29961479284409e-11,4.15834173536493e-08,14.8083469886057,"ENSG00000115641.20","FHL2"
3.08278366992278,-0.852795603096197,6.96272940226777,4.6711528059022e-11,4.3123233403579e-08,14.550251845185,"ENSG00000002746.16","HECW1"
3.06267270954637,1.93362668915746,6.9204392941444,5.94610516085628e-11,5.25066938334744e-08,14.5215131904091,"ENSG00000108947.5","EFNB3"
2.728953015424,3.53130579482776,6.89732870039889,6.78191793770966e-11,5.52383900129655e-08,14.4213749541784,"ENSG00000117600.15","PLPPR4"
