"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene_id","gene_label"
1.91327282121129,4.96391714451054,13.2788824059137,2.79511461161986e-29,5.29543889478191e-25,55.8763980496569,"ENSG00000115641.20","FHL2"
2.84988344175276,0.607279966935873,13.1910643850089,5.2146124025425e-29,5.29543889478191e-25,54.875351336322,"ENSG00000178401.17","DNAJC22"
1.6042589293023,5.8998726338316,12.8773540633261,4.82740107547732e-28,3.26815052809814e-24,53.0458084925415,"ENSG00000134247.11","PTGFRN"
2.61466449764901,7.42756160380549,12.6652694136827,2.17103385062469e-27,1.10234243765469e-23,51.5492949569561,"ENSG00000187955.14","COL14A1"
3.60229733419909,2.70109723205582,12.4582389497428,9.37114820493549e-27,3.8065604008448e-23,50.0284811036898,"ENSG00000164694.18","FNDC1"
2.2272712429695,1.97309258057693,12.1591305951548,7.72867977657798e-26,2.61615810437165e-22,47.9475142941212,"ENSG00000168453.17","HR"
3.13818032132511,1.59755511453036,12.0049397276961,2.28712967856624e-25,6.63594339595433e-22,46.8282380518651,"ENSG00000156103.16","MMP16"
2.39657579823727,3.03205526952894,11.9358265792316,3.71707585601446e-25,9.43672632945672e-22,46.4706974446343,"ENSG00000244694.8","PTCHD4"
2.94111644419742,4.13487684021823,11.8739760379534,5.73836679553391e-25,1.18975689480295e-21,46.0708886030993,"ENSG00000106819.14","ASPN"
3.61017110317881,1.6013087155524,11.8710361689757,5.8579856957309e-25,1.18975689480295e-21,45.923540586726,"ENSG00000211448.14","DIO2"
1.5211822370613,3.96488819404571,11.7621080547905,1.25741418016533e-24,2.32164381810526e-21,45.2977186619318,"ENSG00000128602.12","SMO"
2.00268579513946,4.36376361772614,11.6977179898937,1.97392061319876e-24,3.34086063783889e-21,44.8473627343609,"ENSG00000101230.6","ISM1"
2.87404584659081,1.58997546843724,11.5859563381872,4.31338596786415e-24,6.73883607748622e-21,43.9805108363374,"ENSG00000105696.10","TMEM59L"
1.16109674942316,6.35295736397023,11.5250578917126,6.6001504630066e-24,9.37940764525343e-21,43.6135396933989,"ENSG00000138185.21","ENTPD1"
4.54679278380313,2.0312711272162,11.519035961358,6.92718437611036e-24,9.37940764525343e-21,43.5182454938779,"ENSG00000123500.10","COL10A1"
3.58280414829031,1.84802832860624,11.3433155886452,2.34290618244903e-23,2.97402653534624e-20,42.3370511719284,"ENSG00000123496.9","IL13RA2"
2.27198233399635,3.56529231237236,11.2442942409218,4.66430181106308e-23,5.57246881074654e-20,41.7370804384782,"ENSG00000149090.14","PAMR1"
-2.86569118170206,2.04658096711381,-11.2298981530538,5.15484161357286e-23,5.81637962064804e-20,41.5572002557465,"ENSG00000120907.18","ADRA1A"
