"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene_id","gene_label"
4.31149706132246,2.71200614394519,15.5510465095611,1.31276050900448e-36,2.66621659378809e-32,72.0450008678819,"ENSG00000164694.18","FNDC1"
2.25474770109497,4.98036344494449,15.0375500167189,5.29299479331849e-35,5.37503621261493e-31,68.8548683737435,"ENSG00000115641.20","FHL2"
1.8255049267477,5.94799224022018,14.7765490013895,3.47535968782316e-34,2.35281850865628e-30,67.0415552146193,"ENSG00000134247.11","PTGFRN"
3.15809938739126,0.641412084123089,13.8009941998588,3.96750959596651e-31,2.01450299735199e-27,59.3426515882799,"ENSG00000178401.17","DNAJC22"
4.06984700482632,1.6886383664884,13.2940422617896,1.53359311988408e-29,6.22945525296915e-26,56.199475399169,"ENSG00000211448.14","DIO2"
1.82083920824633,3.94427688574415,12.9059750612925,2.50084877062365e-28,7.90225728182999e-25,53.6582067733063,"ENSG00000128602.12","SMO"
3.61547918803634,1.62732261217965,12.894099549266,2.72357464169423e-28,7.90225728182999e-25,53.2557588707835,"ENSG00000156103.16","MMP16"
2.46697138504683,5.97874349622546,12.4292008955046,7.63336734605208e-27,1.93792113497897e-23,50.3224171478099,"ENSG00000137573.15","SULF1"
2.24993866432546,4.23509748129082,12.3876659226794,1.02738029512786e-26,2.1980371818808e-23,50.0290909308452,"ENSG00000179954.16","SSC5D"
3.92949229510475,-0.00228843489818061,12.3803901578268,1.08224381185662e-26,2.1980371818808e-23,49.3790516066202,"ENSG00000122691.13","TWIST1"
2.42652298805122,1.97239476223697,12.2522496206715,2.70362171013772e-26,4.99186881208156e-23,48.8892342607299,"ENSG00000168453.17","HR"
2.56370852695006,7.45400188925824,12.1508868423772,5.57250264074067e-26,9.43146071945358e-23,48.3470767409065,"ENSG00000187955.14","COL14A1"
1.58195535164827,6.4615066331505,12.0968941816718,8.1884446208162e-26,1.27928700191367e-22,47.9730022310168,"ENSG00000049323.17","LTBP1"
3.3040078455902,4.20487321972504,12.0553712282467,1.10070035638117e-25,1.53557852100638e-22,47.663406284328,"ENSG00000106819.14","ASPN"
2.26018986143752,4.40591417696008,12.0511732261652,1.13410525923662e-25,1.53557852100638e-22,47.6604561425733,"ENSG00000101230.6","ISM1"
3.16827602221101,1.59196855368038,11.9770586221989,1.92205423523551e-25,2.43980759485208e-22,46.8692344522004,"ENSG00000105696.10","TMEM59L"
-3.46850200745713,0.745682189701835,-11.9485009439852,2.35496353446496e-25,2.81348878735196e-22,46.8114840928598,"ENSG00000304194.1","ENSG00000304194"
4.95304450225689,2.02852689215741,11.7337619205614,1.08731112575115e-24,1.22684938688921e-21,45.2079961784872,"ENSG00000123500.10","COL10A1"
-1.59073017452259,3.80818296401123,-11.716284104394,1.22451315239415e-24,1.28368087684629e-21,45.313158723291,"ENSG00000163251.5","FZD5"
3.25715719712684,4.06112356737057,11.7117956877686,1.26408752028192e-24,1.28368087684629e-21,45.2656232080312,"ENSG00000164932.14","CTHRC1"
-2.88487361853747,2.04383117296519,-11.5911415356024,2.96979712159579e-24,2.87221807331479e-21,44.3803554560819,"ENSG00000120907.18","ADRA1A"
3.38537418303724,-0.887429530507454,11.5753149153097,3.32146753249843e-24,3.06631843568378e-21,43.7006813158582,"ENSG00000071909.19","MYO3B"
3.3165098165184,3.33853844430056,11.515483135522,5.06934892815787e-24,4.47645551003854e-21,43.8810258058436,"ENSG00000101447.15","FAM83D"
3.28961294766526,2.87942093840942,11.434709838139,8.96468058800691e-24,7.58636094760085e-21,43.2755859843141,"ENSG00000143320.10","CRABP2"
2.36729415690226,3.57362771085782,11.3685708203123,1.42885680186334e-23,1.16080326583378e-20,42.8827756972801,"ENSG00000149090.14","PAMR1"
1.89248560513011,2.09002326527449,11.354908911841,1.57317480695149e-23,1.22889155112249e-20,42.7996923481641,"ENSG00000182463.17","TSHZ2"
1.4284511696288,3.31890760289576,11.3453221854627,1.6830376655203e-23,1.26601833284139e-20,42.7318052057523,"ENSG00000154511.13","DIPK1A"
