panel_name,panel_size,balanced_accuracy,sensitivity,specificity,precision,accuracy,roc_auc,average_precision,held_out_studies
top_10,10,0.8844444444444445,0.888888888888889,0.8800000000000001,0.9142857142857143,0.8649509803921568,0.9400000000000001,0.9535714285714285,GSE73189;GSE213001;GSE138239;GSE184316;GSE199949
top_25,25,0.9218803418803418,0.9688888888888888,0.874871794871795,0.9111111111111111,0.9129707823723547,0.9399172870140612,0.9535202252944188,GSE73189;GSE213001;GSE138239;GSE184316;GSE199949
top_50,50,0.9400000000000001,1.0,0.8800000000000001,0.9142857142857143,0.9333333333333332,0.95,0.9585714285714285,GSE73189;GSE213001;GSE138239;GSE184316;GSE199949
